keyword,word
평안,그런 후에 교회가 유대와 갈릴리와 사마리아에서 평안히 성장하며
평안,내 나라에 더 이상 학대나 폭력이 없을 것이며 평화가 그곳을 지배할 것이다
평안,하나님의 나라는 먹는 것과 마시는 것이 아니라 의와 평안과 기쁨이 성령 안에 있는 것이다
평안,여호와는 나의 힘과 나의 방패시며 내 마음이 그를 의지하고 그를 찬송하리로다
평안,너희 하나님이 말씀하시되 너희는 위로하라 내 백성을 위로하라
평안,그러므로 내가 너희에게 이르노니 무엇을 먹을까 무엇을 마실까 무엇을 입을까 걱정하지 말라
평안,내가 이것을 너희에게 이른 이유는 너희가 나를 믿고 평안을 얻게 하려 함이라
평안,아름다운 소식을 전하는 자들의 발이 산 위에 있도다
평안,그들이 대답하되 주 예수를 믿으라 그리하면 너와 네 집이 구원을 얻으리라
평안,온전하게 되어 평안히 살라 악인들은 끊어질 것이나 의인은 끝까지 남으리로다
평안,하나님은 이스라엘 자손들에게 평화를 전파하셨고 그리스도를 통해 구원의 복음을 주셨다
평안,내가 고난을 당할 때에 너를 부르리니 너는 내게 대답하고 너를 구원하리라
평안,주께서 나를 안전하게 구하셨고 나의 발을 넓게 하셨다
평안,여호와는 나의 빛이요 구원이시니 내가 누구를 두려워하리요
평안,여호와여 주께서 자기를 경외하는 자들에게 예비하신 선하심이 얼마나 많은지요
평안,내 영혼아 여호와를 송축하며 그 모든 은혜를 기억하라
평안,우리는 마음을 깨끗하게 하여 온전한 믿음을 가지며 하나님께 나아가자
평안,여호와는 모든 자에게 선하시며 그가 하시는 일이 자비로우니라
평안,형제들아 기뻐하라 온전하게 되고 위로를 받고 같은 마음을 품고 평안할지어다
평안,너희는 마음에 근심하지 말고 하나님을 믿으니 또 나를 믿으라
평안,내가 두려워할 때에 주를 의지하리이다
평안,보라 하나님은 나의 구원이시라 나는 믿고 두려워하지 않으리라
평안,하나님을 사랑하는 자 곧 그 뜻대로 부르심을 입은 자들에게는 모든 것이 합력하여 선을 이루리라
평안,내가 너희에게 주는 평안은 세상이 주는 것과 같지 않다
평안,의의 결과는 평안과 안전이라
평안,평화로써 하나님이 부르셨다면 그가 구속받은 것이다
평안,여호와를 의지하는 자는 시온산 같아서 흔들리지 아니하고 영원히 있도다
평안,성령이 하나 되게 하신 것을 힘써 지키라 평화의 띠로 묶어라
평안,하나님 아버지와 우리 주 예수 그리스도께서 너희에게 은혜와 평강을 주시기를 원하노라
평안,나는 여호와 하나님의 음성을 듣기를 원하노니
지혜,여호와는 지혜를 주시며 지식과 명철을 입에 두시느니라
지혜,지혜를 얻은 자와 명철을 얻은 자는 복이 있나니
지혜,너희 중에 누구든지 지혜가 부족하거든 모든 사람에게 후히 주시고 꾸짖지 아니하시는 하나님께 구하라
지혜,지혜가 가장 중요한 것이니 지혜를 얻고 명철을 얻으라
지혜,지혜를 얻는 것이 금을 얻는 것보다 낫고 명철을 얻는 것이 은을 얻는 것보다 낫다
지혜,여호와를 경외하는 것이 지혜의 근본이요 지극히 거룩한 자를 아는 것이 명철이니라
지혜,지혜는 그 사망에 비해 보호가 되며 재물도 지혜를 가지고 있으면 유익하니라
지혜,여호와를 경외하는 것이 지혜의 시작이니 그 계명을 지키는 자에게는 좋은 지혜와 명철이 있느니라
지혜,지혜는 진주보다 귀하니 원하는 모든 것을 그것으로 바꿀 수 없느니라
지혜,하나님이 그에게 지혜와 지식과 기쁨을 주시고 죄인은 노동하며 쌓은 것을 그에게 주게 하시리니 이는 하나님이 주신 선물이라
지혜,지혜가 네 마음에 들어가며 지식이 네 영혼을 즐겁게 하면
지혜,그러나 부르심을 입은 자들 곧 유대인과 헬라인에게 그리스도는 하나님의 능력이요 하나님의 지혜니라
지혜,너희는 하나님께로부터 나서 그리스도 예수 안에 있으며 그가 하나님께서 주신 지혜와 의로움과 거룩함과 구속이 되셨느니라
지혜,우리 주 예수 그리스도의 하나님 영광의 아버지께서 너희에게 지혜와 계시의 영을 주사 하나님을 알게 하시고
지혜,내 아들아 지혜와 명철을 지키라 그것들이 네 생명이 될 것이며 네 목에 장식이 될 것이다
지혜,지혜로운 자의 지혜는 그 길을 바로잡고 어리석은 자는 거짓말에 빠진다
지혜,교만은 다툼을 일으키고 지혜는 상담을 통해 평화를 이룬다
지혜,여호와의 율법은 완전하여 영혼을 소생시키며 여호와의 증거는 확실하여 우매한 자에게 지혜를 주느니라
지혜,지혜를 얻는 것이 네 영혼에 좋은 것이니 그것을 얻으면 결국 보상을 받으리라
지혜,그러므로 누구든지 내 말을 듣고 행하는 자는 그 집을 반석 위에 지은 지혜로운 사람 같으리니
지혜,지혜를 얻고 버리지 말며 명철을 얻고 지키라 그것이 네 생명이 되리라
지혜,나를 사랑하는 자는 나의 사랑을 받을 것이며 나를 간절히 찾는 자는 나를 만나리라
지혜,이런 지혜는 세상에서 인간의 지혜가 아니라 하나님의 지혜로 주어진 것이니라
지혜,훈계를 좋아하는 자는 지혜를 얻지만 책망을 싫어하는 자는 어리석은 자니라
지혜,철이 무디면 그 작업에 더 힘을 들여야 하듯이 지혜가 없으면 성공하기 어려운 법이다
지혜,교만이 오면 수치가 오고 겸손이 오면 지혜가 온다
지혜,여호와를 경외하는 것이 지혜의 교훈이요 겸손은 명철의 앞잡이가 되느니라
지혜,여호와의 영이 그 위에 머무시며 지혜와 총명의 영 모략과 능력의 영 지식과 여호와를 경외하는 영이 그에게 임하시리니
지혜,그러나 우리는 온전한 자들에게는 하나님의 지혜를 말하나니 그것은 이 세상의 지혜나 이 세상의 통치자들에게서 난 것이 아니요
지혜,다니엘이 대답하여 이르되 하나님은 지혜와 능력을 가지시며 시대와 때를 변하게 하시고 왕을 세우고 왕을 폐하시며
지혜,남방 여왕이 심판을 받을 때에 이 세대 사람들과 함께 일어나 이 세대를 정죄할 것이다 이는 그녀가 솔로몬의 지혜를 듣기 위해 땅끝까지 왔으나 여기에는 솔로몬보다 더 큰 이가 있느니라
지혜,지혜 있는 자는 듣고 학식을 더하며 명철한 자는 지혜를 얻을 것이니라
지혜,만군의 여호와는 지혜로우시며 그가 하신 일은 기이하며 지식을 풍성하게 하시며 그가 만드신 것에 대해 깊이 아시느니라
지혜,미련한 자에게는 죄를 지을 일이 즐겁지만 지혜로운 자에게는 지혜가 즐겁다
지혜,그러나 우리는 하나님의 지혜를 비밀히 말하였으니 이는 하나님이 만세 전에 우리에게 예정하신 지혜요 우리가 얻은 하나님의 비밀이라
지혜,의인의 입은 지혜를 말하며 그의 혀는 정의를 말하느니라
지혜,지혜를 얻는 자는 자기 영혼을 사랑하는 자요 명철을 지키는 자는 복을 얻을 자라
지혜,너는 내게 부르짖으라 내가 네게 응답하겠고 네가 알지 못하는 크고 은밀한 일을 네게 보이리라
지혜,내 입은 지혜를 말하며 내 마음은 명철을 묵상하리로다
지혜,누가 여호와의 영을 인도할 자가 누구냐 누가 그분의 모사가 되어 그분께 지혜를 가르칠 수 있겠느냐
지혜,너희는 하나님으로부터 나와 예수 그리스도 안에 있으며 그리스도는 하나님의 지혜가 되어 우리를 의롭다 하시고 구속하셨느니라
지혜,지혜를 얻는 것이 금을 얻는 것보다 낫고 명철을 얻는 것이 은을 얻는 것보다 낫다
지혜,여호와는 이렇게 말씀하시기를 지혜 있는 자는 그 지혜를 자랑하지 말며 강한 자는 그 강함을 자랑하지 말고 부자는 그 부유함을 자랑하지 말라
지혜,여호와를 경외하는 것이 지혜의 시작이요 그 계명을 지키는 자에게는 좋은 지혜와 명철이 있느니라
지혜,지혜자의 얼굴은 빛나고 그의 얼굴은 그를 두려워하는 자처럼 밝다
지혜,여호와는 지혜를 주시며 지식과 명철을 입에 두시느니라
지혜,그때 예수께서 대답하여 이르시되 하늘과 땅의 주인이신 아버지께서 이 일을 지혜로운 자와 슬기로운 자들에게 숨기시고 어린아이들에게 나타내셨음을 감사하나이다
지혜,여호와는 땅을 창조하시며 그것을 세우시며 그 지혜로 바다를 펴시고 그 분의 지식으로 하늘을 확장하셨느니라
지혜,여호와께서 말씀하시되 내 생각은 너희 생각과 다르며 내 길은 너희 길과 다르니라 하늘이 땅보다 높은 것 같이 내 길은 너희 길보다 높고 내 생각은 너희 생각보다 높으니라
지혜,지혜로운 자는 그 칭찬을 받지만 마음이 악한 자는 그의 부끄러움을 당하느니라
지혜,지혜는 제일이니 지혜를 얻고 명철을 얻으라
지혜,그 안에 생명이 있었으니 이 생명은 사람들의 빛이라
지혜,그때에 여호와께서 너희를 구원하시고 지혜와 지식의 풍성한 보물을 주시며 그분을 두려워하는 것이 너희의 보배가 되리라
지혜,내 아들아 지혜와 명철을 지키라 그것들이 네 생명이 될 것이며 네 목에 장식이 될 것이다
지혜,너는 알지 못하였느냐 너는 듣지 못하였느냐 여호와는 영원하신 하나님이시요 땅 끝까지 지으신 이시니
지혜,지혜가 네 마음에 들어가며 지식이 네 영혼을 즐겁게 하면
지혜,너희는 세상의 빛이라 산 위에 있는 성은 숨을 수 없느니라
지혜,여호와께서 나를 창조하시되 그의 사업의 처음에 내가 세움을 입었고 그의 옛적부터 내가 세움받았느니라
지혜,주의 계명들은 나의 원수보다 내게 더 지혜롭게 하고 내게 더 명철을 주시나이다
지혜,하나님께서 이 세상의 지혜를 미련하게 하셨으니 이는 사람들의 지혜로는 하나님을 알 수 없기 때문이라
지혜,그가 여호와를 경외하는 기쁨이 있으며 그에게는 지혜와 총명의 영이 임하시리라
지혜,진리의 말씀과 하나님의 능력으로 오른손과 왼손에서 의의 병기를 가지고
지혜,의인의 입은 지혜를 말하며 그의 혀는 정의를 말하느니라
지혜,만군의 여호와는 지혜로우시며 그가 하신 일은 기이하며 지식을 풍성하게 하시며 그가 만드신 것에 대해 깊이 아시느니라
지혜,교만이 오면 수치가 오고 겸손이 오면 지혜가 온다
지혜,지혜자의 얼굴은 빛나고 그의 얼굴은 그를 두려워하는 자처럼 밝다
지혜,여호와께서 말씀하시되 내 생각은 너희 생각과 다르며 내 길은 너희 길과 다르니라 하늘이 땅보다 높은 것 같이 내 길은 너희 길보다 높고 내 생각은 너희 생각보다 높으니라
지혜,지혜는 그 얻는 자에게 생명이 되며 그 얻은 자에게는 복이 있느니라
지혜,나를 찾는 자는 생명을 얻고 나를 지키는 자는 복을 받으리라
지혜,미련한 자에게는 죄를 지을 일이 즐겁지만 지혜로운 자에게는 지혜가 즐겁다
지혜,교만은 다툼을 일으키고 지혜는 상담을 통해 평화를 이룬다
지혜,지혜 있는 자에게는 더 많은 지혜를 주며 의로운 자에게는 지식을 주느니라
지혜,지혜로운 자의 지혜는 그 길을 바로잡고 어리석은 자는 거짓말에 빠진다
지혜,너는 내게 부르짖으라 내가 네게 응답하겠고 네가 알지 못하는 크고 은밀한 일을 네게 보이리라
지혜,지혜를 얻은 자는 여호와를 경외하며 그 길을 따르리라
지혜,여호와여 주께서 훈련하시고 주의 법으로 나를 가르치시니
지혜,그러나 부르심을 입은 자들 곧 유대인과 헬라인에게 그리스도는 하나님의 능력이요 하나님의 지혜니라
지혜,의인의 빛은 밝고 악인의 등불은 꺼지느니라
지혜,지혜는 금으로 살 수 없고 명철은 값으로 얻을 수 없다
지혜,우리의 자랑은 하나님 앞에서 우리의 양심의 증거를 따라 지혜와 순결함과 하나님의 은혜로 살아가는 것이다
지혜,여호와를 경외하는 것이 지혜의 시작이요 그 계명을 지키는 자에게는 좋은 지혜와 명철이 있느니라
지혜,여호와는 지혜를 주시며 지식과 명철을 입에 두시느니라
지혜,그러므로 누구든지 내 말을 듣고 행하는 자는 그 집을 반석 위에 지은 지혜로운 사람 같으리니
지혜,그러나 우리는 하나님의 지혜를 비밀히 말하였으니 이는 하나님이 만세 전에 우리에게 예정하신 지혜요 우리가 얻은 하나님의 비밀이라
지혜,그가 올바른 길을 걷게 하시며 의로운 자에게 지혜를 주시느니라
지혜,너희 중에 지혜와 총명이 있는 자가 누구냐 그가 선한 행실로 그의 지혜를 나타낼 것이요
지혜,그러므로 내가 이 백성에게 다시 한 번 놀라운 일을 행할 것이다 그들은 지혜를 잃고 지식이 결핍될 것이다
지혜,주의 법이 나의 지혜가 되어 나에게 명철을 주시며 내가 올바르게 행할 수 있도록 도와주셨나이다
지혜,지혜는 마음속에서 쉼을 얻으며 지혜가 있으면 명철이 함께 따라온다
지혜,남방 여왕이 심판을 받을 때에 이 세대 사람들과 함께 일어나 이 세대를 정죄할 것이다
감사,감사함으로 그의 문에 들어가며 찬송함으로 그의 궁정에 들어가라 그에게 감사하며 그의 이름을 송축하라
감사,범사에 감사하라 이는 그리스도 예수 안에서 너희를 향하신 하나님의 뜻이니라
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,그리스도의 평강이 너희 마음을 주장하게 하라 너희는 평강을 위하여 부르심을 입은 자들이니 또한 감사하는 자가 되라
감사,항상 우리 주 예수 그리스도의 이름으로 하나님 아버지께 감사하며
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,내가 전심으로 여호와께 감사하며 주의 모든 기적을 전하리이다
감사,나는 노래로 하나님의 이름을 찬송하고 감사함으로 그를 크게 높이리이다
감사,아무것도 염려하지 말고 오직 모든 일에 기도와 간구로 너희 구할 것을 감사함으로 하나님께 아뢰라
감사,감사함으로 그 앞에 나아가며 시와 찬송으로 그를 향하여 부르짖자
감사,여호와의 인자하심과 인생에게 베푸신 기이한 일을 인하여 그를 찬송하고 그에게 감사하라
감사,내가 주께 감사하오니 주께서 내게 응답하셨고 나의 구원이 되셨음이니이다
감사,기도를 계속하고 감사함으로 기도하라
감사,여호와는 나의 힘이시요 나의 방패시니 내 마음이 그를 의지하고 그를 도와 주시므로 내 마음이 기쁘고 내 노래로 그를 찬송하리로다
감사,내 영혼아 여호와를 송축하며 그의 모든 은택을 잊지 말지어다
감사,감사함으로 여호와께 노래하고 수금으로 우리 하나님을 찬양하라
감사,내가 너희를 위해 기도할 때마다 너희를 항상 기억하며 하나님께 감사하노라
감사,우리는 예수로 말미암아 항상 찬송의 제사를 하나님께 드리자 그 이름을 증거하는 입술의 열매를 드리자
감사,내가 구원의 하나님께 감사하는 제사를 드리며 여호와의 이름을 부르리로다
감사,여호와는 나의 힘이시며 나의 노래시며 나를 구원하셨다
감사,나는 너희를 기억할 때마다 항상 내 하나님께 감사하노라
감사,내가 여호와를 항상 송축하며 내 입술로 항상 그를 찬양하리로다
감사,여호와께 감사드리기 좋은 일이며 지존자에게 찬송하는 것이 마땅하니라
감사,감사로 하나님께 제사를 드리며 지극히 높으신 이에 맹세하고 소원을 갚으라
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,내가 여호와께 무엇을 보답할까 그가 내게 베푸신 모든 은혜를 무엇으로 갚을까
감사,하늘의 하나님께 감사하라 그의 인자하심이 영원함이로다
감사,그럼으로 하나님께 감사드리며 그의 놀라운 선물에 감사하라
감사,내가 전심으로 여호와께 감사하며 주의 모든 기적을 전하리이다
감사,여호와께 성도들아 찬송하며 그의 거룩한 이름을 기억하라
감사,의인은 주의 이름을 찬송하고 정직한 자는 주의 얼굴 앞에 살리로다
감사,주의 기적이 산 위에 일어나며 바다의 깊은 곳까지 그를 찬송하리로다
감사,내가 여호와께 사랑을 고백하리니 여호와께서 내 간구를 들으셨기 때문이다
감사,내가 너희를 위하여 항상 하나님께 감사하노니 이는 그리스도 예수 안에서 너희에게 주신 하나님의 은혜로 인함이라
감사,그러므로 우리가 흔들리지 않는 나라를 받았으니 은혜를 가지고 그에 합당하게 하나님을 섬기자 하나님께서는 우리에게 감사하는 마음으로 경배할 것을 요구하신다
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,주의 은혜로 내 마음이 기쁘고 내게 주신 구원의 기쁨을 감사하며 주의 이름을 찬양하리로다
감사,주의 인자하심이 생명보다 낫고 내 입술이 주를 찬송하리로다
감사,할렐루야 우리 하나님께 감사하라 그가 위대하시며 찬양할 가치가 있느니라
감사,우리 하나님 여호와여 우리를 구원하사 이방 나라들 중에서 모으시며 우리가 주의 이름을 감사하며 찬송하게 하소서
감사,내가 구원의 잔을 들고 여호와의 이름을 부르리로다
감사,내가 전심으로 여호와께 감사하며 주께 찬송을 부르리이다
감사,우리 하나님 아버지께 감사하라 그는 우리를 빛의 나라로 옮기셨으니
감사,모든 것이 너희를 위함이니 그 은혜가 더 많이 넘쳐 많은 사람들이 감사하므로 하나님께 영광을 돌리게 하려 함이라
감사,여호와여 주께서 은밀한 곳에서 나를 보호하시고 사람들의 입술에서 나를 감추시며 주의 놀라운 사랑으로 나를 감싸주셨음을 감사하나이다
감사,내가 감사하는 제사를 여호와께 드리며 여호와의 이름을 부르리로다
감사,여호와 이스라엘의 하나님께서 영원히 찬양을 받으시기를 원하노라 모든 백성이 말하리로다 아멘 할렐루야
감사,그 날에 너희가 말하기를 여호와께 감사하라 그의 이름을 부르며 그의 행사를 만민 중에 알리며 그의 이름을 높이라
감사,수금과 비파로 그에게 감사하고 현악기로 그에게 찬양하라
감사,그 안에 뿌리를 내리고 세움을 받아 그가 가르친 대로 믿음에 굳게 서서 감사하는 자가 되라
감사,여호와께서 나의 능력과 구원의 반석이시니 내가 그를 찬양하리로다
감사,내가 전심으로 주께 감사하며 영원히 주의 이름을 송축하리로다
감사,우리가 주께 감사하며 주의 이름을 찬양하나이다 주의 기이한 일들이 나타났기 때문이라
감사,그는 구름으로 하늘을 덮고 땅을 위하여 비를 내리시며 산에 풀을 자라게 하시며
감사,너희 중에서 아무도 추잡한 말이나 어리석은 농담이나 희롱을 하지 말라 오히려 감사의 말을 하라
감사,나는 노래로 하나님의 이름을 찬송하고 감사함으로 그를 크게 높이리이다
감사,그들이 하나님을 믿고 그의 기적을 찬송하며 그들의 구속자이신 하나님께 감사하리라
감사,나는 죽지 않고 살아서 여호와의 일을 선포하리로다
감사,우리 주 예수 그리스도로 말미암아 우리에게 승리를 주신 하나님께 감사하노라
감사,그 하나님께 감사하라 그의 말로 다할 수 없는 선물에 대해 감사하라
감사,여호와여 주의 기적과 주의 계획들이 나를 둘러싸니 내가 그들에게 감사하며 그것들을 말하리이다
감사,오늘은 여호와가 정하신 날이니 우리는 이 날에 기뻐하며 즐거워할 것이다
감사,내가 살아 있는 동안 여호와께 노래하며 내 하나님께 찬송하리로다
감사,이 섬김이 성도들의 부족을 채우는 것뿐 아니라 많은 사람들로 하여금 하나님께 감사하게 함이니라
감사,여호와의 인자하심과 사람들에게 베푸신 기이한 일을 인하여 그를 찬송하고 감사하라
감사,의인은 주의 이름을 찬송하고 정직한 자는 주의 얼굴 앞에 살리로다
감사,내가 밤 중에 일어나 주께 감사하리니 주의 의로운 규례를 지키기 때문이라
감사,주의 은혜로 내 마음이 기쁘고 내게 주신 구원의 기쁨을 감사하며 주의 이름을 찬양하리로다
감사,내가 여호와께 내 서원을 다하며 그의 백성 앞에서 감사하리로다
감사,의인을 기뻐하며 여호와를 찬송하고 마음에 감사로 가득 차게 하라
감사,할렐루야 내 영혼아 여호와를 찬송하라
감사,여호와께 감사드리기 좋은 일이며 지존자에게 찬송하는 것이 마땅하니라
감사,내가 여호와를 기뻐하며 주의 모든 기적을 전하리로다
감사,하나님의 사랑은 하늘에 미치고 주의 신실함은 구름에 미친다
감사,여호와는 은혜로우시며 의로우시며 우리 하나님은 긍휼을 베푸시며
감사,우리 주 예수 그리스도로 말미암아 우리에게 승리를 주신 하나님께 감사하노라
감사,아무것도 염려하지 말고 모든 일에 기도와 간구로 너희 구할 것을 감사함으로 하나님께 아뢰라
감사,감사함으로 그 앞에 나아가며 시와 찬송으로 그를 향하여 부르짖자
감사,나는 노래로 하나님의 이름을 찬송하고 감사함으로 그를 크게 높이리이다
감사,감사로 제사를 드리는 자가 나를 영화롭게 하며 그 행위를 바르게 하는 자에게는 내가 하나님의 구원을 보여 주리라
감사,내가 밤 중에 일어나 주께 감사하리니 주의 의로운 규례를 지키기 때문이라
감사,너희 중에서 아무도 추잡한 말이나 어리석은 농담이나 희롱을 하지 말라 오히려 감사의 말을 하라
감사,내가 살아 있는 동안 여호와께 노래하며 내 하나님께 찬송하리로다
감사,내 영혼아 여호와를 송축하며 그의 모든 은택을 잊지 말지어다
감사,할렐루야 우리 하나님께 감사하라 그가 위대하시며 찬양할 가치가 있느니라
감사,하나님께 찬송을 드리며 지존자에게 찬송하리로다
감사,내가 주께 감사하오니 주께서 내게 응답하셨고 나의 구원이 되셨음이니이다
감사,모든 숨 쉬는 자는 여호와를 찬양할지어다 할렐루야
감사,나는 노래로 하나님의 이름을 찬송하고 감사함으로 그를 크게 높이리이다
감사,감사함으로 그의 문에 들어가며 찬송함으로 그의 궁정에 들어가라 그에게 감사하며 그의 이름을 송축하라
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,여호와께 감사드리기 좋은 일이며 지존자에게 찬송하는 것이 마땅하니라
감사,내가 여호와를 항상 송축하며 내 입술로 항상 그를 찬양하리로다
감사,여호와는 나의 힘이시요 나의 방패시니 내 마음이 그를 의지하고 그를 도와 주시므로 내 마음이 기쁘고 내 노래로 그를 찬송하리로다
감사,여호와의 인자하심과 인생에게 베푸신 기이한 일을 인하여 그를 찬송하고 그에게 감사하라
감사,여호와께 감사하라 그는 선하시며 그 인자하심이 영원함이로다
감사,내가 전심으로 여호와께 감사하며 주의 모든 기적을 전하리이다
감사,나는 노래로 하나님의 이름을 찬송하고 감사함으로 그를 크게 높이리이다
인내,우리가 환난 중에도 즐거워하나니 이는 환난이 인내를 인내는 연단을 연단은 소망을 이루기 때문이라
인내,너희의 인내가 온전하게 이루어지게 하라 이는 너희가 온전하고 구비하여 부족함이 없게 하려 함이라
인내,그러므로 우리도 이와 같이 구름같이 둘러싼 많은 증인들이 있으니 모든 무거운 것과 얽매이기 쉬운 죄를 벗어버리고 인내로써 우리 앞에 있는 경주를 하며
인내,우리가 소망하는 것을 기다리면 인내로 기다리는 자가 되는 것이다
인내,우리가 선을 행하되 낙심하지 말지니 때가 이르면 거두리라
인내,너희가 하나님의 뜻을 행한 후에 약속을 받기 위하여 인내가 필요하니
인내,그러므로 형제들아 주의 강림까지 인내하라 보라 농부가 땅의 귀한 열매를 기다리며 늦은 비와 이른 비를 기다리며 인내하느니라
인내,인내를 온전하게 이루어 너희가 부족함이 없게 하라
인내,소망 중에 즐거워하며 환난 중에 참으며 기도에 항상 힘쓰며
인내,게으르지 말고 믿음과 인내로 약속을 받는 자들이 되라
인내,끝까지 견디는 자는 구원을 얻으리라
인내,사랑은 모든 것을 참으며 모든 것을 믿으며 모든 것을 바라고 모든 것을 견딘다
인내,여호와 앞에 잠잠하고 참아 기다리라 자기를 잘되게 하려는 자와 악한 꾀를 꾸미는 자를 보고 불평하지 말라
인내,내가 여호와를 기다리고 기다렸더니 나를 향해 귀를 기울이시며 나의 부르짖음을 들으셨다
인내,오직 여호와를 기다리는 자는 새 힘을 얻으리니 독수리가 날개치며 올라감 같을 것이요 달려가도 피곤하지 아니하고 걸어가도 곤비하지 아니하리로다
인내,여호와를 기다리라 담대하고 강하게 하며 여호와를 기다리라
인내,인내는 연단을 연단은 소망을 이루느니라
인내,우리가 모든 일에 하나님의 사자로서 스스로 온전하게 하며 큰 인내와 고난과 궁핍과 혼란 중에 있으니
인내,형제들아 선지자들이 주의 이름으로 말한 바와 같이 고난을 겪으면서 인내한 자들을 보라
인내,만일 너희가 잘 행하고 고난을 받으며 참으면 이것은 하나님께 좋은 일이니라
인내,믿음의 주요 또 온전하게 하시는 이인 예수를 바라보자 그가 자기 앞에 있는 기쁨을 위하여 십자가를 참으시고 부끄러움을 게을리하지 않으셨으며 하나님 보좌 우편에 앉으셨느니라
인내,하나님께 가까이 하는 것이 내게 복이라 내가 주 여호와를 나의 피난처로 삼아 주의 모든 일을 전하리로다
인내,이제 인내와 위로의 하나님이 너희에게 하나가 되게 하시기를 원하노라
인내,잠시 후면 오실 이가 오시리니 지체하지 아니하시리라
인내,예수께서 이르시되 너희 믿음이 적음으로 인함이라 진실로 너희에게 이르노니 만일 너희에게 겨자씨 한 알만한 믿음이 있으면 이 산을 명하여 여기서 저기로 옮겨지라 하여도 옮겨질 것이요 너희가 할 수 없는 일이 없으리라
인내,제자들의 마음을 굳건하게 하고 믿음에 머물러 있으라 권하며 우리가 하나님의 나라에 들어가려면 많은 환난을 겪어야 한다고 말하였다
인내,내 영혼아 어찌하여 낙심하며 어찌하여 내 속에서 불안해하는가 너는 하나님을 바라라 나는 그가 나타나 도우심으로 내 얼굴을 찬양하리로다
인내,성령의 열매는 사랑 기쁨 화평 오래 참음 자비 양선 충성 온유 절제니 이런 것을 금지할 법이 없느니라
인내,아무것도 염려하지 말고 오직 모든 일에 기도와 간구로 너희 구할 것을 감사함으로 하나님께 아뢰라
인내,너희가 하나님의 뜻을 행한 후에 약속을 받기 위하여 인내가 필요하니
인내,시험을 참는 자는 복이 있나니 이는 그가 시험을 견디고 나면 생명의 면류관을 얻을 것이기 때문이라
인내,그러나 주께서 내게 이르시되 내 은혜가 네게 족하다 내 능력이 약한 데서 완전하여짐이라 하셨으니 그러므로 나는 더욱 기쁨으로 나의 약한 것을 자랑하리니 이는 그리스도의 능력이 내게 머물게 하려 함이라
인내,너희가 나를 미워하는 자에게 미움을 받으리라 그러나 끝까지 견디는 자는 구원을 얻으리라
인내,네 길을 여호와께 맡기라 그를 의지하면 그가 이루시리라
인내,현재의 고난은 장차 우리에게 나타날 영광과 비교할 수 없도다
인내,너희가 당한 유혹은 인류가 당하는 것이며 하나님은 신실하셔서 너희가 감당할 수 없는 시험을 주지 아니하시고 시험을 당할 즈음에 또한 피할 길을 내사 너희로 능히 감당하게 하시느니라
인내,우리가 선을 행하되 낙심하지 말지니 때가 이르면 거두리라
인내,그러므로 우리가 낙심하지 아니하노니 우리의 겉 사람은 후패하나 우리의 속 사람은 날로 새로워지나니
인내,여호와여 내가 주를 기다리며 내 하나님이 응답하시기를 기다리나이다
인내,아브라함이 인내로 약속을 받았으니 그가 하나님의 약속을 이루기 위해 기다린 것처럼 우리도 인내로 약속을 받게 될 것이다
인내,소망 중에 즐거워하며 환난 중에 참으며 기도에 항상 힘쓰며
인내,나는 여호와를 기다리며 내 영혼이 기다리며 그의 말씀을 바란다
인내,모든 징계가 당시에는 즐거워 보이지 않고 슬퍼 보이나 후에는 그것을 통해 연단을 받은 자에게 의와 평강의 열매를 맺게 하느니라
인내,끝까지 견디는 자는 구원을 얻으리라
인내,우리가 고난을 당할 때 너희의 위로와 구원이 너희에게 이루어지기 위한 것이라
인내,두려워 말라 내가 너와 함께하미라 놀라지 말라 나는 네 하나님이 됨이라 내가 너를 강하게 하리라
인내,여호와를 기다리라 담대하고 강하게 하며 여호와를 기다리라
인내,그러므로 너희 담대함을 버리지 말라 이것이 큰 상을 얻는 일이니라
인내,가만히 있어 내가 하나님 됨을 알지어다
인내,너희도 인내하라 마음을 굳게 하라 주의 강림이 가까우니라
인내,너희의 인내와 소망이 우리에게 위로가 되며 그로 인해 우리가 하나님을 자랑하리라
인내,우리가 이 직분을 받아 은혜를 입었으므로 낙심하지 아니하고
인내,모든 무거운 것과 얽매기 쉬운 죄를 벗어버리고 인내로써 우리 앞에 있는 경주를 하며
인내,회당을 떠날 때에 많은 유대인과 경건한 이방인이 바울과 바나바를 따라오니 그들은 그들에게 말하여 하나님 은혜의 말씀을 더욱 간절히 듣게 하니라
인내,우리가 소망으로 구원을 얻었으니 보이는 소망은 소망이 아니니 우리가 보지 못하는 것을 기다리면 인내로 기다리게 된다
인내,아브라함이 인내로 약속을 받았으니 그가 하나님의 약속을 이루기 위해 기다린 것처럼 우리도 인내로 약속을 받게 될 것이다
